A,B,C,D,E,F,G,H
-0.8517887064238192,-1.2056098286080166,-0.4742905561587942,0.31350842401388745,-0.4527543859607398,-0.38124585927570626,-1.414163955308517,2
-2.243104366362646,1.2526144705091398,0.11888894010540829,-0.5698675720561498,-1.5361014358691722,1.5362886941324299,-0.4739377219943416,2
1.0964910093636222,-0.7363083924131597,0.07091129794557438,-1.8226063495307308,1.6629940376562542,0.31911438960611077,2.3214189886462875,0
0.9270656620176312,2.737200938699148,2.115260543402878,1.8261948947340154,0.14015951657225623,0.7587318927037062,1.1045144410726488,2
-1.251866583524043,0.14754851480061168,1.3986343661678786,0.41839896508823027,0.3771418552584187,0.911071478135694,0.13912246455570706,1
0.9421250708334082,0.3812221159367504,-0.6475881647242121,0.9466197818539808,-0.1341988137356127,0.31112184305359003,1.4337180876376467,0
-0.5365551007800684,-0.9072059598609534,0.5038259921720938,-0.6161706300086488,2.1421485925896357,1.1409526123456313,-1.3576124990535716,1
-1.191194173723962,1.573816327784285,-0.35529947005841983,1.3302852118143185,0.5278478605231041,-2.136128591525199,-0.5286778667567825,1
-1.2794116514205567,-0.6557907251330023,0.5409145718773656,0.7772623139905388,0.42781772485413105,2.1900517529100823,-0.9286922863310703,1
-1.1785879416674765,0.7108816834395344,-1.1709844663569882,-0.2813122516598762,0.48482293950959154,1.5662940931777616,0.769804344159724,1
1.0150241941038252,1.2742315292920587,1.7318599712750335,0.5745251478634604,1.3844516176876103,-0.23778979712331524,1.1692554929067855,0
-1.6467741173502528,0.7122919680491194,0.04185382424003321,0.9105419184046237,-0.7568429087573625,0.2565564453947134,-0.8386112550910165,1
0.6826146672439297,-0.14081999231334677,0.1724543153748,-0.012437829027880012,1.301073309774843,0.2986786679050663,-0.8021570414373562,0
0.07791712973855369,0.33059657483484184,0.22060758990981147,0.9146166367140405,-1.5654753873971257,-0.08797368518335377,0.1894558528592611,2
-2.3354421063674247,0.9042304190631826,1.1891040407767264,-0.28298155748196613,-1.890513716460703,1.2652297227808413,-0.3089167317483155,2
-1.3930306767785723,-1.148318904826534,-1.825250791351295,0.7597982095120983,-0.09492945132996633,-0.45263778454136666,-0.4632095299935059,1
0.8477462987707662,-2.0703021884283004,-1.1614459714778562,1.039808283245277,1.2925135726851342,-0.8203594083030192,-1.4599156787250929,0
0.1984077072086481,-1.0218948022307637,-0.6798147897805131,0.5486572546617199,-1.6371222859791836,-0.8537261056663841,-0.8305666667538848,2
1.0606380479183815,-0.0066600495146056605,-1.0719950003110723,1.0159770155273855,1.107039815339061,-0.9797353094242407,-1.878172319131806,0
-0.9562802294951074,0.8638606395417233,-0.5571023939344542,0.915077559974729,1.2929005188147644,1.461786747064852,-0.22712383984317316,1
1.125826306704405,-0.4383400288224796,-1.9124615080383858,-0.6334038993554901,0.6017803836231129,0.8243065395622681,-1.2131691471678767,0
1.0518663346805195,-0.4431095315085366,-0.38867168563874127,0.727945806300506,1.0611242349576109,-0.40165175538021014,1.3204584983683365,0
1.1597025349155683,-0.3463362622345616,-0.4280264057774994,-0.7414453040328726,1.4963738325851768,0.6875125599738477,2.410355231291124,0
-1.247879731597913,-0.851848292795001,-1.0883722594071183,-1.0719207234697077,0.14862826097703452,1.6974858803164299,-1.0472089387223187,1
0.7450061139792254,-2.522509641322263,2.166506393680892,0.13931838077828515,0.8312985832707279,-1.555616905407003,0.19573008528496053,0
-1.7262075927481613,-0.61714919629916,1.8074256784583747,-0.13248009912723852,-1.002156656281254,-0.1567471406532029,0.4384374265913274,1
-1.1492570892556029,0.7873184259723127,0.003958944023043645,-2.646533555496809,0.6063962964891124,-1.4179020502441952,-1.3088465003657654,1
0.8394209972557608,0.22096098590469793,0.001636956804870649,1.1497842598381867,0.8771518842389177,-0.7228963091589119,1.0228635014729017,0
-1.1702686328584493,1.8184059486369708,0.29550610615181006,-0.10100972740066806,0.5539968929159943,-0.803264884840468,-0.6323900895835999,1
-0.4124858706755663,-0.7174933121104153,-0.950259933869428,0.7726722024441424,2.5814709416189374,1.0580783922450199,0.9131117687602582,1
-0.9135860160354587,-0.6051613665588522,0.9522213329058945,0.4210385698476022,-1.8185736898046594,-0.8148268398156963,0.5985577525251111,2
1.6379139012292858,0.6355611411331852,0.830422797061073,1.3310737686109375,-0.5371910651672658,0.6259516514825182,-1.6308468007394867,0
-3.3439266923504323,-0.8018631194288909,-2.4996563799535543,-0.3533861706994234,-1.050678389756277,-0.8759781782161085,1.1236791887884425,2
0.513477803394243,-0.8356409933565718,-0.3209800697462482,-0.3141434336952859,1.2681797049372687,-0.15336174482703113,-0.20728238781390992,0
-3.324392002888546,0.5405867062643823,-0.30346670469532294,-1.6077380715852208,-0.7334161353584613,-2.278111159703262,-1.0296818023748346,2
-1.324312556149794,1.3113971326389757,-1.389238550327881,1.0708745481109216,0.15150745148569544,-0.5125728319937451,-1.1502502561553065,1
-0.546035929930999,0.5933293287265041,0.6573121230329889,1.311982674853059,-0.9876818690888592,-0.7462309906175183,-0.6195884751884114,2
-1.4698746480976237,0.47946276494864987,-0.4909879374608327,0.0033434483227668217,-0.20044035811813377,-0.4220097765278486,1.1538668902396987,1
-0.5391853465930359,1.134925379542237,-0.6308085599823195,-0.5366002878208754,2.2039872512158674,-1.0931940210464415,1.3589763102570778,1
-0.4231951247350385,-0.8636836190793232,-0.048522180697204015,0.36405959235413304,-1.0207902220941074,-0.5805576054554131,0.5214529600969413,2
-1.2020003026421369,-0.3664992224174431,0.18965723247687827,-0.4003058051965338,-0.3007067980760705,-0.5068897227381951,-1.004921548541703,2
0.5049676224545792,-1.418638703347606,0.6724924130686962,-2.234240272447912,-3.0106060284621834,0.3980175862094921,0.3646709545087822,2
-0.8059980750168267,0.1520760377177809,-1.5850318399023622,-0.6010540142378351,-1.0368419614697368,-0.34038754034200036,0.6153070093801942,2
-0.6815020630442006,-0.6925088170950515,-3.007628423536982,-0.8928048276321695,1.8222578613326514,1.5693595818789783,-1.0895006675739578,1
1.585996872885771,-0.6146207832445788,1.976881725933043,-0.8128831528091008,1.0023549191879604,-0.5065992409589155,1.1266736989232937,0
-0.6759309017068232,-1.0784721007416804,0.6970662491716144,-1.31773539108739,1.8297216157350111,0.29514816006636413,-1.0032082242863227,1
-1.6264289926275686,0.35929539735012045,-0.9135197615669711,-1.6551516638067383,-0.6130269430216908,-0.48814980236018096,0.3546607497012966,2
-0.3955413059565974,0.2198458529199769,1.1103427980987541,-0.22572766656498305,2.727971352224816,-0.6276652842424195,-0.6692642168545322,1
-2.186018097657909,-0.5552132008471574,-0.08660157882866022,0.34211745759330164,0.3649019505809079,1.5338282963137495,0.7222200373216207,2
1.1290051197465154,0.14144175023015645,-0.8718813181365358,2.4552026815528567,0.3354905900122128,0.15183831790451371,-0.31062872848233636,0
1.5197506146069348,-0.37748679514659045,-0.13820732067320807,-1.2727015216784299,0.5668497337533158,-0.2241297370559107,-0.026560102854643157,0
-1.1189547747348036,1.7651346504277001,0.4809847706274549,-0.592266166032921,0.615494308513395,-0.22291106477432962,-0.08957697156239113,0
-0.9768510999833537,-0.6006770598778197,1.0262891619463579,-1.5416451262161726,1.1641823831476263,-0.1751593359271747,1.2874307538572827,1
-0.31329752501166597,-0.6124443599730867,-0.6556751104227786,0.8492594527117997,2.7799330691902657,0.2181421996512143,-0.18262732403165885,1
-2.7341835357246245,-1.689940919275609,-0.27220484650169,-0.9727546395099381,-0.11449399975107633,-0.3093952762348741,0.3763853391798883,2
1.3176582984313947,-0.228747329343455,-1.0364711091373575,-0.46067115135289916,0.056184711128461795,0.5716066258802255,-1.0466626951424498,0
-0.8223223057329608,-1.6408362553556288,-0.6354655087149189,0.5314133204333029,0.1966669724465202,-0.31862177359185023,-0.9427899393887894,2
1.0020876825123406,0.3504393949277804,-0.8601265099834876,-0.4471532874715901,2.158030833111,0.6523814110548908,0.8186243637845969,0
-1.2064306991480584,1.829536435043145,0.849659923332042,-0.6165424015850853,0.09663444902256846,0.09491881453353383,-0.4141650528303293,1
-0.7434100164167283,1.3517712707942606,0.7189258400336033,-0.15340091600238173,1.7845708983076722,-3.2070172411643165,0.9605279212856158,1
-1.008044160826003,0.7470235673176698,0.15761169718215068,0.8739538482983491,-1.0075207294799984,-0.2018936939025111,0.17133033355615335,2
-1.98792864870472,-0.23666764649337138,-1.5201539290929307,-0.8520152866228914,-0.8221296964303033,-1.7505086116601876,-0.34939192752564713,2
0.5284277296274205,0.6574532046719712,0.5540984311629863,0.8335821845933983,-2.051683961868675,1.1198237580210841,1.6400514109610722,2
-0.9680142152229034,-0.765076193051896,-0.7198596437666239,-0.3616649991780159,-1.5352024456820454,1.4371864386158093,-0.013317075575102493,2
0.6007394835306996,0.8855517845349964,1.803665442199123,0.2969126239110979,1.720210261796057,0.5058742252440017,-0.9346570926572707,0
-1.47262485291415,-0.3689390596578047,0.8468088995671798,1.6495188265335938,-0.0896674684058909,0.3913749817914818,0.22388198190459677,2
-0.23619539568642334,-0.7674244676799932,0.1161342336605547,-0.4236992924661259,2.971845091089204,0.8182686046314841,1.3378418332146351,1
-1.0841253953327465,0.19319814765091556,-1.3969527674905367,0.9307042174580807,0.6834986489099995,1.0319232714012296,-2.0840300659556843,1
-1.7574668783563203,-0.6219861650575919,0.4471662717279125,0.9347862353604267,-0.17143911963646563,-0.19242357326914292,0.0642491632980639,2
0.7166544005112728,-0.4996866695364442,-0.28461141057258654,0.6038006714300069,1.2266662681112817,-1.4426793406627656,-0.33810675132891366,0
